system,qid,doc_precision@k,doc_recall@k,doc_ndcg@k,doc_mrr,sent_precision@k,sent_recall@k,sent_ndcg@k,sent_mrr,evidence_precision,evidence_recall,evidence_f1,full_rationale_recovered,verdict_correct,fever_score,json_valid
Agentic,1333,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
Agentic,1355,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,1360,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,1366,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,0.5555555555555555,1.0,0.7111111111111111,1.0,1.0,1.0,1.0
Agentic,1367,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.5012658353418871,0.25,0.6666666666666666,1.0,0.8000000000000002,1.0,1.0,1.0,1.0
Agentic,1373,0.20000000000000004,1.0,1.0,1.0,0.6,0.75,0.6096199500078984,0.5,0.75,0.75,0.75,1.0,1.0,1.0,1.0
Agentic,1381,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.6934264036172708,0.5,0.6666666666666666,1.0,0.8000000000000002,1.0,0.0,0.0,1.0
Agentic,1391,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
Agentic,1393,0.20000000000000004,1.0,0.8333333333333334,0.7777777777777777,0.20000000000000004,1.0,0.8333333333333334,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,1406,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,144,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.46927872602275644,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
Agentic,152,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,0.6666666666666666,1.0,0.8000000000000002,1.0,0.0,0.0,1.0
Agentic,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Agentic,157,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,166,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.2640681225725909,0.25,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,178,0.6,0.75,0.75369761125927,1.0,0.4000000000000001,0.2857142857142857,0.27727342735504823,0.25,1.0,0.2857142857142857,0.4444444444444445,1.0,1.0,1.0,1.0
Agentic,203,0.20000000000000004,1.0,1.0,1.0,0.8000000000000002,0.8000000000000002,0.7860137352654725,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,1.0,1.0
Agentic,22,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.8333333333333334,1.0,0.8888888888888888,1.0,1.0,1.0,1.0
Agentic,235,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,242,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,245,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.13888888888888887,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Agentic,256,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
Agentic,283,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,290,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.27560106164770287,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
Agentic,308,0.20000000000000004,1.0,1.0,1.0,0.6,1.0,0.9674679834891693,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
Agentic,330,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,331,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,332,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,334,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.7243989383522971,1.0,0.611111111111111,0.5555555555555555,0.5777777777777778,1.0,1.0,1.0,1.0
Agentic,339,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.5,0.6366824387328317,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,340,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.5307212739772434,0.5,1.0,0.6666666666666666,0.8000000000000002,1.0,1.0,1.0,1.0
Agentic,342,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Agentic,366,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Agentic,381,0.20000000000000004,1.0,0.6309297535714575,0.5,0.4000000000000001,1.0,0.5437713091520254,0.3333333333333333,0.25,0.5,0.3333333333333333,1.0,1.0,1.0,1.0
Agentic,382,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,0.25,0.24630238874073,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Agentic,396,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.2960819109658652,0.5,0.6666666666666666,0.3333333333333333,0.43333333333333335,1.0,1.0,1.0,1.0
Agentic,400,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.8503449055347546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,414,0.20000000000000004,1.0,0.5,0.3333333333333333,0.20000000000000004,1.0,0.43067655807339306,0.25,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,430,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.025641025641025644,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Agentic,441,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Agentic,46,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,466,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.5307212739772434,0.5,0.16666666666666666,0.2222222222222222,0.1904761904761905,0.0,1.0,0.0,1.0
Agentic,47,0.20000000000000004,1.0,0.8769765845238192,0.8333333333333334,0.20000000000000004,1.0,0.8769765845238192,0.8333333333333334,0.4444444444444444,1.0,0.611111111111111,1.0,1.0,1.0,1.0
Agentic,482,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,500,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,505,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,0.6666666666666666,1.0,0.8000000000000002,1.0,1.0,1.0,1.0
Agentic,515,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Agentic,531,0.6,1.0,0.9674679834891693,1.0,0.6,1.0,0.9674679834891693,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
Agentic,541,0.4000000000000001,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.6822300780269143,1.0,0.5555555555555555,0.6666666666666666,0.6031746031746033,1.0,1.0,1.0,1.0
Agentic,547,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,548,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.2129513520041578,0.27777777777777773,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0
Agentic,55,0.20000000000000004,1.0,0.6309297535714575,0.5,0.6,1.0,0.7122630665145961,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,562,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.43067655807339306,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,566,0.20000000000000004,1.0,1.0,1.0,0.8000000000000002,1.0,0.9828920819566879,1.0,1.0,0.25,0.4000000000000001,1.0,1.0,1.0,1.0
Agentic,568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Agentic,58,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,624,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Agentic,626,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,661,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.6822300780269143,1.0,0.5555555555555555,0.4444444444444444,0.48888888888888893,0.0,1.0,0.0,1.0
Agentic,665,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.6934264036172708,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,668,0.20000000000000004,1.0,1.0,1.0,0.8000000000000002,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,1.0,1.0
Agentic,669,0.20000000000000004,1.0,1.0,1.0,0.8000000000000002,1.0,0.9828920819566879,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,1.0,1.0
Agentic,71,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Agentic,749,0.20000000000000004,1.0,0.5,0.3333333333333333,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,76,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.6934264036172708,0.5,0.611111111111111,0.8333333333333334,0.7000000000000001,1.0,1.0,1.0,1.0
Agentic,788,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.43067655807339306,0.25,0.6666666666666666,1.0,0.7777777777777777,1.0,1.0,1.0,1.0
Agentic,789,0.20000000000000004,1.0,1.0,1.0,0.3333333333333333,0.8333333333333334,0.422199931085455,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Agentic,797,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,1.0,0.6309297535714575,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,802,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Agentic,807,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.05928853754940711,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Agentic,812,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.2960819109658652,0.5,0.5,0.3333333333333333,0.4000000000000001,0.0,1.0,0.0,1.0
Agentic,841,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Agentic,856,0.20000000000000004,1.0,1.0,1.0,0.3333333333333333,0.5555555555555555,0.323135208192116,0.25,0.5277777777777778,0.5555555555555555,0.5396825396825397,1.0,1.0,1.0,1.0
Agentic,857,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Agentic,86,0.4000000000000001,1.0,0.9197207891481876,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,881,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,883,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,885,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Agentic,909,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.5706417189553201,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,923,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.8772153153380492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,928,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.38364913903790027,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,930,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,941,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.38685280723454163,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,942,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.7539531690476383,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.0,1.0
Agentic,955,0.4000000000000001,1.0,1.0,1.0,0.4000000000000001,1.0,0.8772153153380492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,965,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.6666666666666666,0.6713860725233042,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,977,0.20000000000000004,1.0,0.43067655807339306,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Agentic,984,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
Agentic,990,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Agentic,994,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1000,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,1004,0.6,1.0,1.0,1.0,0.20000000000000004,0.125,0.3391602052736162,1.0,1.0,0.125,0.2222222222222222,1.0,1.0,1.0,1.0
BM25,1005,0.6,1.0,1.0,1.0,0.20000000000000004,0.125,0.3391602052736162,1.0,1.0,0.125,0.2222222222222222,1.0,1.0,1.0,1.0
BM25,1023,0.20000000000000004,1.0,0.5,0.3333333333333333,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,1040,0.20000000000000004,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,1045,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.5,0.5585075862632192,1.0,1.0,0.25,0.4000000000000001,1.0,1.0,1.0,1.0
BM25,1050,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.38685280723454163,0.5,0.6666666666666666,0.5,0.5555555555555555,0.0,1.0,0.0,1.0
BM25,108,0.6,1.0,1.0,1.0,0.6,0.3333333333333333,0.722726572644952,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
BM25,1084,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,109,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1090,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,1105,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.2960819109658652,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0
BM25,1141,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.3333333333333333,0.46927872602275644,1.0,0.5,0.3333333333333333,0.4000000000000001,1.0,1.0,1.0,1.0
BM25,1142,0.20000000000000004,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,1145,0.20000000000000004,1.0,0.6309297535714575,0.5,0.20000000000000004,0.3333333333333333,0.20210734650054754,0.25,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,1.0
BM25,1153,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,0.5,0.6131471927654584,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
BM25,1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272724,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,1171,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1210,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,122,0.20000000000000004,1.0,0.43067655807339306,0.25,0.20000000000000004,1.0,0.43067655807339306,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1227,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1234,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,1238,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1258,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
BM25,1265,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1276,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
BM25,1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,1312,0.20000000000000004,1.0,0.43067655807339306,0.25,0.20000000000000004,1.0,0.43067655807339306,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1324,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,1333,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,1355,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BM25,1360,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.43067655807339306,0.25,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,1366,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.6934264036172708,0.5,0.6666666666666666,1.0,0.8000000000000002,1.0,0.0,0.0,1.0
BM25,1367,0.20000000000000004,1.0,0.6309297535714575,0.5,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BM25,1373,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,0.5,0.3462096432238561,0.3333333333333333,1.0,0.25,0.4000000000000001,1.0,1.0,1.0,1.0
BM25,1381,0.20000000000000004,1.0,1.0,1.0,0.4000000000000001,1.0,0.8503449055347546,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
BM25,1391,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
BM25,1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM25,1406,0.20000000000000004,1.0,1.0,1.0,0.20000000000000004,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
